u	1127
u	1893
u	1945
u	1043
u	1006
u	1396
u	1946
u	1783
u	1918
u	1494
u	1166
u	1548
u	1589
u	1650
u	1450
u	1053
u	1411
u	1550
u	1141
u	1037
u	1216
u	1391
u	1560
u	1697
u	1506
u	1280
u	1309
u	1758
u	1137
u	1800
u	1118
u	1862
u	1681
u	1641
u	1944
u	1441
u	1073
u	1390
u	1887
u	1570
u	1699
u	1630
u	1791
u	1683
u	1911
u	1415
u	1504
u	1530
u	1175
u	1848
u	1029
u	1270
u	1202
u	1968
u	1757
u	1154
u	1564
u	1558
u	1796
u	1222
u	1138
u	1755
u	1628
u	1227
u	1121
u	1252
u	1009
u	1341
u	1625
u	1718
u	1062
u	1241
u	1240
u	1509
u	1377
u	1827
u	1023
u	1769
u	1015
u	1408
u	1656
u	1510
u	1001
u	1373
u	1246
u	1592
u	1864
u	1384
u	1285
u	1353
u	1495
u	1802
u	1845
u	1952
u	1744
u	1036
u	1772
u	1602
u	1204
u	1325
u	1321
u	1621
u	1528
u	1369
u	1032
u	1229
u	1922
u	1200
u	1140
u	1768
u	1704
u	1875
u	1365
u	1358
u	1453
u	1725
u	1179
u	1089
u	1978
u	1896
u	1604
u	1194
u	1444
u	1870
u	1884
u	1729
u	1338
u	1085
u	1066
u	1995
u	1077
u	1857
u	1828
u	1671
u	1302
u	1146
u	1459
u	1471
u	1446
u	1173
u	1133
u	1942
u	1502
u	1826
i	2147
i	2991
i	2887
i	2336
i	2159
i	2963
i	2196
i	2003
i	2228
i	2543
i	2325
i	2408
i	2929
i	2859
i	2155
i	2517
i	2534
i	2898
i	2700
i	2597
i	2256
i	2598
i	2061
i	2996
i	2909
i	2819
i	2928
i	2340
i	2391
i	2169
i	2212
i	2858
i	2482
i	2960
i	2581
i	2305
i	2732
i	2093
i	2208
i	2612
i	2148
i	2395
i	2538
i	2143
i	2886
i	2776
i	2110
i	2684
i	2350
i	2366
i	2307
i	2423
i	2713
i	2760
i	2142
i	2171
i	2486
i	2627
i	2726
i	2979
i	2752
i	2569
i	2540
i	2914
i	2409
i	2465
i	2236
i	2690
i	2570
i	2160
i	2157
i	2820
i	2827
i	2069
i	2091
i	2959
i	2640
i	2976
i	2816
i	2836
i	2848
i	2987
i	2553
i	2306
i	2004
i	2037
i	2099
i	2175
i	2911
i	2762
i	2741
i	2367
i	2577
i	2889
i	2503
i	2731
i	2735
i	2863
i	2932
i	2803
i	2266
i	2358
i	2782
i	2668
i	2958
i	2080
i	2878
i	2756
i	2034
i	2205
i	2221
i	2103
i	2614
i	2717
i	2812
i	2379
i	2317
i	2810
i	2263
i	2072
i	2442
i	2830
i	2983
i	2281
i	2867
i	2935
i	2443
i	2725
i	2416
i	2043
i	2515
i	2605
i	2799
i	2082
i	2630
i	2755
i	2240
i	2011
i	2514
i	2544
i	2566
i	2822
i	2052
i	2943
i	2638
i	2257
i	2335
i	2761
i	2472
i	2994
i	2826
i	2450
i	2182
i	2177
i	2308
