1650	2929
1066	2442
1944	2416
1141	2169
1166	2350
1683	2762
1625	2517
1137	2731
1459	2761
1137	2976
1015	2093
1800	2517
1978	2142
1453	2416
1621	2157
1222	2898
1550	2810
1453	2668
1302	2614
1671	2416
1154	2540
1001	2935
1848	2443
1302	2914
1216	2486
1006	2762
1453	2177
1441	2898
1384	2037
1015	2887
1718	2752
1656	2959
1066	2812
1280	2612
1744	2812
1053	2143
1391	2612
1697	2004
1309	2543
1127	2960
1121	2212
1321	2914
1411	2700
1204	2887
1757	2004
1494	2212
1179	2069
1270	2093
1502	2911
1365	2614
1353	2684
1995	2325
1408	2958
1216	2306
1302	2732
1085	2061
1510	2760
1073	2171
1683	2305
1744	2858
1377	2011
1194	2700
1875	2011
1911	2004
1755	2205
1769	2816
1758	2391
1504	2367
1341	2848
1415	2240
1800	2072
1216	2983
1862	2503
1246	2726
1528	2350
1240	2976
1325	2515
1459	2325
1338	2159
1204	2726
1202	2486
1227	2257
1390	2932
1826	2577
1968	2553
1802	2212
1077	2155
1077	2889
1504	2160
1037	2867
1166	2423
1141	2810
1373	2052
1309	2848
1006	2325
1173	2570
1280	2638
1548	2991
1826	2306
1857	2228
1494	2305
1133	2148
1441	2822
1558	2799
1887	2228
1510	2741
1415	2826
1154	2147
1140	2803
1995	2569
1791	2443
1062	2340
1683	2581
1341	2914
1222	2717
1681	2577
1036	2103
1036	2069
1758	2762
1006	2082
1229	2713
1550	2826
1530	2157
1073	2983
1411	2810
1053	2810
1884	2514
1353	2932
1729	2061
1127	2991
1450	2486
1009	2859
1444	2443
1641	2987
1848	2142
1718	2004
1862	2409
1246	2196
1650	2517
1893	2597
1325	2553
1173	2367
1628	2515
1270	2614
1204	2731
1570	2612
1358	2266
1200	2540
1630	2569
1528	2822
1800	2517
1302	2082
1864	2307
1073	2228
1509	2889
1140	2612
1944	2544
1202	2515
1604	2155
1755	2034
1791	2160
1227	2752
1630	2983
1036	2366
1506	2886
1504	2858
1309	2958
1450	2143
1918	2472
1194	2052
1800	2517
1560	2898
1241	2142
1875	2517
1137	2735
1321	2612
1358	2630
1089	2776
1848	2914
1896	2257
1911	2760
1995	2994
1133	2443
1510	2963
1001	2157
1911	2668
1077	2597
1280	2340
1592	2228
1681	2317
1365	2581
1216	2700
1053	2472
1309	2034
1530	2082
1121	2517
1870	2080
1137	2991
1202	2725
1506	2812
1391	2848
1757	2443
1411	2257
1725	2994
1978	2725
1848	2069
1415	2569
1471	2929
1978	2886
1085	2317
1828	2756
1875	2221
1650	2182
1459	2958
1848	2569
1494	2034
1441	2690
1769	2570
1053	2540
1495	2465
1302	2034
1862	2909
1922	2155
1133	2171
1089	2155
1338	2627
1037	2379
1241	2515
1848	2340
1864	2143
1369	2690
1942	2735
1032	2878
