1229	2196
1791	2827
1365	2171
1704	2358
1252	2935
1032	2943
1827	2266
1246	2638
1036	2810
1589	2812
1154	2717
1227	2569
1589	2690
1509	2358
1995	2391
1769	2668
1911	2538
1043	2099
1358	2221
1911	2212
1755	2091
1683	2640
1509	2408
1390	2569
1864	2943
1085	2221
1757	2409
1560	2848
1630	2859
1621	2725
1202	2256
1911	2543
1001	2308
1411	2638
1471	2160
1358	2443
1683	2544
1870	2859
1650	2597
1302	2762
1911	2423
1032	2517
1564	2726
1800	2003
1550	2731
1173	2799
1592	2799
1494	2171
1077	2157
1369	2212
1227	2450
1592	2858
1450	2735
1826	2735
1791	2205
1252	2379
1802	2099
1358	2859
1341	2281
1602	2160
1826	2640
1783	2630
1341	2741
1222	2208
1133	2003
1548	2638
1246	2325
1459	2816
1166	2803
1621	2208
1179	2640
1365	2822
1411	2534
1415	2958
1270	2544
1862	2732
1240	2175
1384	2423
1791	2581
1450	2886
1570	2465
1845	2983
1471	2367
1650	2281
1968	2543
1216	2566
1862	2960
1141	2004
1942	2307
1768	2911
1241	2566
1783	2175
1628	2725
1073	2514
1146	2366
1729	2816
1062	2987
1302	2958
1118	2110
1548	2803
1391	2928
1175	2159
1358	2799
1528	2306
1009	2308
1628	2379
1548	2236
1718	2762
1827	2612
1918	2155
1848	2061
1390	2752
1952	2011
1864	2987
1922	2819
1548	2570
1227	2863
1229	2996
1154	2597
1140	2325
1718	2336
1222	2826
1390	2570
1995	2543
1944	2605
1845	2863
1870	2826
1494	2741
1504	2959
1036	2979
1946	2830
1032	2725
1560	2256
1528	2755
1681	2726
1604	2544
1570	2752
1384	2061
1280	2534
1802	2205
1384	2061
1592	2236
1321	2848
1353	2160
1036	2423
1548	2148
1768	2963
1589	2340
1942	2082
1650	2756
1270	2581
1827	2281
1077	2822
1222	2423
1509	2308
1140	2935
1550	2717
1744	2898
1141	2534
1768	2932
1548	2142
1560	2148
1530	2236
1453	2169
1791	2819
1845	2544
1828	2819
1137	2958
1029	2726
1127	2803
1062	2367
1338	2366
1202	2257
1141	2987
1270	2782
1353	2741
1509	2093
1241	2762
1202	2960
1697	2812
1558	2826
1826	2756
1222	2638
1530	2741
1744	2987
1285	2212
1802	2157
1391	2726
1952	2142
1564	2515
1023	2391
1725	2061
1796	2443
1918	2142
1377	2810
1783	2110
1227	2472
1757	2486
1444	2004
1628	2082
1202	2482
1725	2305
1444	2543
1066	2157
1001	2155
1502	2103
1338	2668
1137	2932
1133	2553
1729	2540
1922	2263
1077	2928
1802	2963
1827	2423
1053	2093
1592	2822
1325	2514
1373	2543
1510	2515
1862	2011
1138	2143
1768	2157
1862	2570
1604	2819
1066	2690
1321	2741
1302	2240
1681	2762
1769	2638
1918	2605
1353	2391
1121	2208
1699	2858
1827	2684
1911	2177
1252	2169
1227	2827
1216	2979
1952	2741
1222	2627
1528	2867
1911	2830
1502	2819
1353	2963
1089	2932
1826	2979
1216	2367
1796	2976
1656	2963
1459	2325
1053	2878
1802	2605
1444	2963
1415	2037
1650	2205
1252	2306
1390	2142
1758	2340
1772	2442
1875	2450
1769	2717
1229	2306
1446	2450
1755	2317
1358	2517
1377	2157
1396	2061
1338	2859
1246	2325
1769	2732
1459	2581
1396	2928
1671	2605
1118	2713
1246	2700
1471	2958
1875	2762
1066	2627
1862	2443
1548	2266
1396	2776
1495	2143
1085	2638
1006	2726
1548	2713
1699	2482
1911	2935
1138	2996
1530	2810
1548	2638
1066	2257
1369	2627
1946	2819
1062	2472
1252	2061
1384	2004
1137	2638
1671	2011
1415	2570
1857	2052
1137	2072
1459	2553
1504	2928
1391	2755
1053	2266
1699	2171
1222	2517
1558	2762
1441	2004
1560	2932
1121	2943
1377	2812
1137	2836
1995	2465
1009	2358
1338	2208
1141	2306
1227	2256
1560	2725
1656	2423
1725	2325
1755	2515
1800	2052
1729	2515
1321	2726
1550	2878
1530	2803
1073	2004
1446	2859
1173	2830
1411	2486
1558	2336
1758	2160
1758	2142
1341	2569
1800	2281
1204	2043
1504	2538
1718	2307
1365	2263
1077	2725
1029	2810
1800	2061
1893	2147
1246	2366
1246	2959
1704	2391
1062	2266
1725	2543
1321	2756
1302	2011
1602	2423
1062	2169
1446	2544
1118	2443
1978	2887
1828	2409
1053	2317
1066	2886
1246	2963
1945	2169
1066	2514
1509	2256
1302	2782
1204	2756
1911	2263
1369	2157
1944	2597
1302	2482
1755	2196
1942	2379
1338	2072
1140	2317
1758	2690
1173	2416
1495	2281
1656	2482
1758	2305
1415	2776
1495	2482
1884	2395
1066	2820
1884	2858
1602	2110
1887	2266
1699	2281
1548	2858
1450	2367
1946	2143
1179	2928
1341	2911
1032	2812
1446	2240
1001	2099
1241	2605
1085	2577
1073	2061
1023	2756
1384	2553
1875	2325
1911	2171
1227	2317
1137	2003
1729	2630
1240	2143
1550	2082
1009	2443
1718	2929
1656	2929
1683	2034
1089	2987
1384	2799
1390	2760
1671	2627
1641	2409
1560	2909
1729	2614
1952	2810
1325	2450
1408	2826
1772	2143
1085	2091
1121	2171
1415	2003
1862	2803
1530	2143
1630	2052
1133	2306
1550	2668
1341	2690
1530	2566
1241	2761
1729	2540
1015	2803
1446	2755
1053	2863
1656	2003
1166	2987
1783	2004
1550	2638
1133	2810
1062	2943
1023	2408
1194	2317
1325	2958
1699	2889
1001	2082
1166	2335
1791	2826
1015	2465
1589	2256
1309	2827
1037	2731
1550	2143
1530	2991
1240	2640
1887	2515
1952	2082
1884	2848
1718	2996
1408	2177
1309	2581
1604	2569
1141	2482
1602	2148
1548	2991
1783	2836
1628	2205
1240	2305
1141	2099
1175	2037
1222	2148
1365	2848
1029	2544
1768	2928
1768	2886
1441	2307
1009	2442
1471	2306
1138	2638
1744	2570
1365	2171
1441	2597
1857	2182
1504	2996
1353	2212
1444	2627
1441	2538
1444	2553
1032	2257
1729	2725
1325	2443
1006	2732
1194	2822
1077	2612
1222	2597
1729	2142
1628	2080
1166	2929
1942	2340
1864	2544
1023	2909
1194	2103
1391	2367
1911	2958
1325	2061
1338	2043
1154	2177
1918	2503
1592	2668
1828	2155
1528	2177
1133	2196
1453	2762
1995	2305
1550	2859
1325	2570
1550	2155
1471	2157
1911	2157
1450	2037
1032	2408
1358	2103
1222	2544
1154	2443
1396	2570
1494	2004
1252	2281
1828	2350
1757	2820
1558	2367
1309	2450
1280	2914
1411	2472
1697	2155
1252	2943
1845	2037
1942	2581
1506	2614
1066	2848
1772	2830
1338	2928
1204	2812
1073	2911
1848	2822
1995	2080
1772	2581
1502	2538
1783	2776
1325	2638
1369	2577
1506	2306
1560	2416
1194	2668
1321	2741
1656	2909
1827	2465
1133	2958
1154	2598
1384	2538
1023	2442
1062	2976
1384	2598
1592	2929
1141	2212
1241	2003
1641	2263
1509	2544
1009	2142
1077	2909
1036	2991
1280	2826
1341	2760
1875	2819
1001	2110
1757	2110
1683	2281
1062	2700
1240	2726
1729	2442
1729	2996
1718	2155
1548	2538
1166	2003
1384	2761
1602	2212
1133	2004
1862	2110
1628	2597
1725	2776
1848	2236
1758	2157
1893	2827
1222	2597
1884	2082
1241	2091
1725	2103
1321	2820
1857	2700
1408	2994
1506	2887
1321	2472
1896	2157
1358	2690
1995	2266
1194	2110
1302	2159
1073	2157
1802	2072
1769	2142
1699	2263
1441	2416
1285	2011
1699	2836
1173	2147
1411	2004
1471	2080
1073	2142
1729	2713
1246	2741
1285	2889
1471	2142
1570	2061
1085	2976
1321	2991
1896	2577
1621	2598
1146	2830
1494	2638
1621	2812
1200	2308
1560	2034
1791	2061
1755	2911
1446	2177
1509	2963
1845	2569
1302	2725
1550	2886
1848	2205
1066	2867
1918	2004
