265	1599
979	1790
650	1488
638	1310
962	1916
239	1958
103	1763
918	1874
599	1924
47	1691
272	1978
550	1583
163	1142
561	1458
211	1447
188	1529
983	1039
68	1923
715	1900
657	1555
338	1937
379	1409
19	1978
224	1420
755	1499
618	1172
766	1294
401	1188
89	1257
149	1048
835	1526
358	1858
218	1187
227	1022
530	1643
197	1255
529	1672
960	1558
519	1176
433	1093
347	1495
572	1877
505	1047
988	1587
125	1249
555	1942
614	1586
836	1681
628	1076
28	1693
519	1398
133	1136
883	1493
158	1441
568	1928
723	1585
488	1331
719	1471
265	1113
174	1799
722	1226
744	1467
807	1075
839	1393
664	1380
689	1552
36	1864
211	1611
90	1444
819	1428
241	1551
746	1599
72	1098
712	1787
54	1575
677	1485
289	1007
289	1079
907	1144
7	1983
655	1272
638	1047
849	1957
492	1278
453	1304
657	1807
367	1002
141	1346
688	1450
984	1749
255	1240
156	1625
731	1051
211	1922
165	1805
765	1054
794	1555
709	1747
822	1099
805	1774
422	1240
728	1679
55	1299
314	1808
781	1689
558	1605
707	1110
510	1705
956	1064
568	1132
267	1257
868	1269
690	1453
858	1602
826	1373
338	1650
335	1453
458	1340
0	1818
729	1694
25	1816
679	1109
323	1609
614	1457
342	1028
436	1081
932	1139
190	1821
808	1623
717	1267
950	1265
177	1956
97	1380
500	1744
232	1582
119	1015
656	1462
730	1007
860	1142
771	1989
784	1623
976	1084
770	1642
527	1515
784	1943
527	1578
718	1396
942	1089
661	1705
787	1800
893	1932
849	1395
758	1482
424	1148
873	1470
896	1333
465	1021
137	1507
718	1027
7	1045
285	1932
371	1468
51	1692
249	1358
898	1858
688	1213
419	1289
328	1326
764	1786
142	1399
905	1738
976	1295
715	1537
994	1393
479	1291
165	1560
308	1446
691	1728
779	1162
320	1989
745	1579
586	1426
142	1517
45	1317
657	1339
191	1780
801	1216
124	1414
344	1717
682	1383
216	1891
24	1759
207	1080
707	1699
212	1606
902	1435
525	1174
349	1299
380	1840
265	1294
352	1390
439	1410
984	1481
423	1499
261	1484
70	1033
192	1909
36	1960
823	1109
132	1418
992	1257
126	1548
872	1488
287	1645
108	1836
990	1314
450	1119
132	1549
0	1003
748	1373
841	1475
75	1987
880	1458
447	1443
122	1385
209	1022
74	1724
355	1688
742	1892
900	1092
48	1220
525	1221
817	1010
957	1212
713	1558
504	1851
84	1860
695	1187
326	1524
33	1647
864	1637
905	1637
280	1617
47	1034
781	1137
792	1319
901	1850
183	1511
571	1725
111	1957
222	1030
794	1169
147	1973
588	1789
24	1581
597	1471
106	1786
432	1146
447	1325
521	1444
968	1417
13	1075
521	1478
853	1294
550	1550
673	1426
150	1684
369	1737
